cmor_var;input_vars;calculation;units;dimensions;axes;frequency;realm;cell_methods;positive;cmor_table;version;vtype;size;nsteps;fpattern;long_name;standard_name
sfcWind;fld_s03i230;;m s-1;time lat lon;longitude latitude time height10m;day;atmos;area: time: mean;;MIP_APday;CM2;float32;110592;74772;cm000a.pd;10 METRE WIND SPEED ON C GRID;wind_speed
sfcWindmax;fld_s03i230_max;;m s-1;time lat lon;longitude latitude time height10m;day;atmos;area: time: maximum;;MIP_APday;CM2;float32;110592;74772;cm000a.pd;10 METRE WIND SPEED ON C GRID;wind_speed
sftlf;fld_s03i395;var[0].isel(time=0);1;time lat lon;longitude latitude;fx;atmos;area: time: mean;;MIP_APfx;CM2;float32;110592;12;cw323a.pm;FRACTION OF LAND;land_area_fraction
siconca;fld_s00i031;;1;time lat lon;time lat lon;mon;atmos;area: time: mean;;MIP_SImon;CM2;float32;110592;2400;da130a.pm;FRAC OF SEA ICE IN SEA AFTER TSTEP;sea_ice_area_fraction
ta;fld_s30i294;;K;time pressure lat lon;longitude latitude plev19 time;mon;atmos;area: time: mean;;MIP_APmon;CM2;float32;2101248;12;cw323a.pm;TEMPERATURE ON P LEV/T GRID;air_temperature
ta;fld_s30i204;;K;time pressure lat_v lon_u;longitude latitude plev19 time;mon;atmos;area: time: mean;;MIP_APmon;CM2;float32;2115840;2081;cm000a.pm;TEMPERATURE ON P LEV/UV GRID;air_temperature
ta19;fld_s30i294;;K;time pressure lat lon;longitude latitude plev19 time1;6hrPt;atmos;area: time: point;;CM2_6hr;CM2;float32;331776;289440;cm000a.p7;TEMPERATURE ON 19 P LEV/T GRID;air_temperature
ta;fld_s30i294;;K;time pressure lat lon;longitude latitude plev3 time1;6hrPt;atmos;area: time: point;;MIP_AP6hrPt;CM2;float32;331776;289440;cm000a.p7;TEMPERATURE ON 3 P LEV/T GRID;air_temperature
ta19;fld_s30i294;;K;time pressure lat lon;longitude latitude plev19 time;day;atmos;area: time: mean;;MIP_APday;CM2;float32;884736;74772;cm000a.pd;TEMPERATURE ON 19 P LEV/T GRID;air_temperature
ta8;fld_s30i294;;K;time pressure lat lon;longitude latitude plev8 time;day;atmos;area: time: mean;;MIP_APday;CM2;float32;884736;74772;cm000a.pd;TEMPERATURE ON 8 P LEV/T GRID;air_temperature
tas;fld_s03i236;;K;time lat lon;longitude latitude time height1.5m;mon;atmos;area: time: mean;;CM2_mon;CM2;float32;110592;12;cw323a.pm;TEMPERATURE AT 1.5M;air_temperature
tas;fld_s03i236;;K;time lat lon;longitude latitude time height2m;mon;atmos;area: time: mean;;MIP_APmon;CM2;float32;110592;12;cw323a.pm;TEMPERATURE AT 1.5M;air_temperature
tas;fld_s03i236;;K;time lat lon;longitude latitude time height1.5m;3hrPt;atmos;area: time: point;;CM2_3hr;CM2;float32;110592;578880;cm000a.p8;TEMPERATURE AT 1.5M;air_temperature
tas;fld_s03i236;;K;time lat lon;longitude latitude time height2m;3hrPt;atmos;area: time: point;;MIP_AP3hrPt;CM2;float32;110592;578880;cm000a.p8;TEMPERATURE AT 1.5M;air_temperature
tas;fld_s03i236;;K;time lat lon;longitude latitude time height1.5m;day;atmos;area: time: mean;;CM2_day;CM2;float32;110592;74772;cm000a.pd;TEMPERATURE AT 1.5M;air_temperature
tas;fld_s03i236;;K;time lat lon;longitude latitude time height2m;day;atmos;area: time: mean;;MIP_APday;CM2;float32;110592;74772;cm000a.pd;TEMPERATURE AT 1.5M;air_temperature
tasmax;fld_s03i236_max;;K;time lat lon;longitude latitude time height1.5m;day;atmos;area: time: maximum;;CM2_day;CM2;float32;110592;74772;cm000a.pd;TEMPERATURE AT 1.5M;air_temperature
tasmax;fld_s03i236_max;;K;time lat lon;longitude latitude time height2m;day;atmos;area: time: maximum;;MIP_APday;CM2;float32;110592;74772;cm000a.pd;TEMPERATURE AT 1.5M;air_temperature
tasmax;fld_s03i236_max;;K;time lat lon;longitude latitude time height1.5m;mon;atmos;area: time: maximum;;CM2_mon;CM2;float32;110592;2412;cm000a.pm;TEMPERATURE AT 1.5M;air_temperature
tasmax;fld_s03i236_max;;K;time lat lon;longitude latitude time height2m;mon;atmos;area: time: maximum;;MIP_APmon;CM2;float32;110592;2412;cm000a.pm;TEMPERATURE AT 1.5M;air_temperature
tasmin;fld_s03i236_min;;K;time lat lon;longitude latitude time height1.5m;day;atmos;area: time: minimum;;CM2_day;CM2;float32;110592;74772;cm000a.pd;TEMPERATURE AT 1.5M;air_temperature
tasmin;fld_s03i236_min;;K;time lat lon;longitude latitude time height2m;day;atmos;area: time: minimum;;MIP_APday;CM2;float32;110592;74772;cm000a.pd;TEMPERATURE AT 1.5M;air_temperature
tasmin;fld_s03i236_min;;K;time lat lon;longitude latitude time height1.5m;mon;atmos;area: time: minimum;;CM2_mon;CM2;float32;110592;2412;cm000a.pm;TEMPERATURE AT 1.5M;air_temperature
tasmin;fld_s03i236_min;;K;time lat lon;longitude latitude time height2m;mon;atmos;area: time: minimum;;MIP_APmon;CM2;float32;110592;2412;cm000a.pm;TEMPERATURE AT 1.5M;air_temperature
tauu;fld_s03i460;;Pa;time lat lon_u;longitude latitude time;mon;atmos;area: time: mean;down;MIP_APmon;CM2;float32;110592;12;cw323a.pm;X-COMP SURFACE BL STRESS;surface_downward_eastward_stress
tauv;fld_s03i461;;Pa;time lat_v lon;longitude latitude time;mon;atmos;area: time: mean;down;MIP_APmon;CM2;float32;111360;12;cw323a.pm;Y-COMP SURFACE BL STRESS;surface_downward_northward_stress
ta19uvgrid;fld_s30i204;;K;time pressure lat_v lon_u;gridlongitude gridlatitude plev19 time;mon;atmos;area: time: mean;;CM2_mon;CM2;float32;2115840;12;cw323a.pm;TEMPERATURE ON P LEV/UV GRID;air_temperature
theta;fld_s00i004;level_to_height(var[0]);K;time model_theta_level_number lat lon;longitude latitude alevel time;mon;atmos;area: time: mean;;CM2_mon;CM2;float32;9400320;12;cw323a.pm;THETA AFTER TIMESTEP;air_potential_temperature
ts;fld_s00i024;;K;time lat lon;longitude latitude time;mon;atmos;area: time: mean;;MIP_APmon;CM2;float32;110592;12;cw323a.pm;SURFACE TEMPERATURE AFTER TIMESTEP;surface_temperature
ua19;fld_s30i201;;m s-1;time pressure lat_v lon_u;longitude latitude plev19 time1;6hrPt;atmos;area: time: point;;CM2_6hr;CM2;float32;334080;289440;cm000a.p7;U COMPNT OF WIND ON 19 P LEV/UV GRID;eastward_wind
ua;fld_s30i201;;m s-1;time pressure lat_v lon_u;longitude latitude plev3 time1;6hrPt;atmos;area: time: point;;MIP_AP6hrPt;CM2;float32;334080;289440;cm000a.p7;U COMPNT OF WIND ON 3 P LEV/UV GRID;eastward_wind
ua19;fld_s30i201;;m s-1;time pressure lat_v lon_u;longitude latitude plev19 time;day;atmos;area: time: mean;;MIP_APday;CM2;float32;890880;74772;cm000a.pd;U COMPNT OF WIND ON 19 P LEV/UV GRID;eastward_wind
ua8;fld_s30i201;;m s-1;time pressure lat_v lon_u;longitude latitude plev8 time;day;atmos;area: time: mean;;MIP_APday;CM2;float32;890880;74772;cm000a.pd;U COMPNT OF WIND ON 8 P LEV/UV GRID;eastward_wind
ua19;fld_s30i201;;m s-1;time pressure lat_v lon_u;longitude latitude plev19 time;mon;atmos;area: time: mean;;MIP_APmon;CM2;float32;2115840;2081;cm000a.pm;U COMPNT OF WIND ON P LEV/UV GRID;eastward_wind
uas;fld_s03i209;;m s-1;time lat lon_u;longitude latitude time height10m;mon;atmos;area: time: mean;;MIP_APmon;CM2;float32;110592;12;cw323a.pm;10 METRE WIND U-COMP;eastward_wind
uas;fld_s03i209;;m s-1;time lat lon_u;longitude latitude time1 height10m;3hrPt;atmos;area: time: point;;MIP_AP3hrPt;CM2;float32;110592;578880;cm000a.p8;10 METRE WIND U-COMP;eastward_wind
uas;fld_s03i209;;m s-1;time lat lon_u;longitude latitude time height10m;day;atmos;area: time: mean;;MIP_APday;CM2;float32;110592;74772;cm000a.pd;10 METRE WIND U-COMP;eastward_wind
ua19uvgrid;fld_s30i201;;m s-1;time pressure lat_v lon_u;gridlongitude gridlatitude plev19 time;mon;atmos;area: time: mean;;CM2_mon;CM2;float32;2115840;12;cw323a.pm;U COMPNT OF WIND ON P LEV/UV GRID;eastward_wind
va19;fld_s30i202;;m s-1;time pressure lat_v lon_u;longitude latitude plev19 time;6hrPt;atmos;area: time: point;;CM2_6hr;CM2;float32;334080;289440;cm000a.p7;V COMPNT OF WIND ON 19 P LEV/UV GRID;northward_wind
va;fld_s30i202;;m s-1;time pressure lat_v lon_u;longitude latitude plev3 time1;6hrPt;atmos;area: time: point;;MIP_AP6hrPt;CM2;float32;334080;289440;cm000a.p7;V COMPNT OF WIND ON 3 P LEV/UV GRID;northward_wind
va19;fld_s30i202;;m s-1;time pressure lat_v lon_u;longitude latitude plev19 time;day;atmos;area: time: mean;;MIP_APday;CM2;float32;890880;74772;cm000a.pd;V COMPNT OF WIND ON 19 P LEV/UV GRID;northward_wind
va8;fld_s30i202;;m s-1;time pressure lat_v lon_u;longitude latitude plev8 time;day;atmos;area: time: mean;;MIP_APday;CM2;float32;890880;74772;cm000a.pd;V COMPNT OF WIND ON 8 P LEV/UV GRID;northward_wind
va19;fld_s30i202;;m s-1;time pressure lat_v lon_u;longitude latitude plev19 time;mon;atmos;area: time: mean;;MIP_APmon;CM2;float32;2115840;2081;cm000a.pm;V COMPNT OF WIND ON P LEV/UV GRID;northward_wind
vas;fld_s03i210;;m s-1;time lat_v lon;longitude latitude time height10m;mon;atmos;area: time: mean;;MIP_APmon;CM2;float32;111360;12;cw323a.pm;10 METRE WIND V-COMP;northward_wind
vas;fld_s03i210;;m s-1;time lat_v lon;longitude latitude time1 height10m;3hrPt;atmos;area: time: point;;MIP_AP3hrPt;CM2;float32;111360;578880;cm000a.p8;10 METRE WIND V-COMP;northward_wind
vas;fld_s03i210;;m s-1;time lat_v lon;longitude latitude time height10m;day;atmos;area: time: mean;;MIP_APday;CM2;float32;111360;74772;cm000a.pd;10 METRE WIND V-COMP;northward_wind
va19uvgrid;fld_s30i202;;m s-1;time pressure lat_v lon_u;gridlongitude gridlatitude plev19 time;mon;atmos;area: time: mean;;CM2_mon;CM2;float32;2115840;12;cw323a.pm;V COMPNT OF WIND ON P LEV/UV GRID;northward_wind
wa19uvgrid;fld_s30i203;;m s-1;time pressure lat_v lon_u;gridlongitude gridlatitude plev19 time;mon;atmos;area: time: mean;;CM2_mon;CM2;float32;2115840;12;cw323a.pm;W COMPNT OF WIND ON P LEV/UV GRID;upward_air_velocity
wap;fld_s30i298;;Pa s-1;time pressure lat lon;longitude latitude plev19 time;mon;atmos;area: time: mean;;MIP_APmon;CM2;float32;2101248;12;cw323a.pm;OMEGA ON P LEV/T GRID;lagrangian_tendency_of_air_pressure
wap19;fld_s30i298;;Pa s-1;time pressure lat lon;longitude latitude plev19 time;day;atmos;area: time: mean;;MIP_APday;CM2;float32;884736;74772;cm000a.pd;OMEGA ON 19 P LEV/T GRID;lagrangian_tendency_of_air_pressure
wap8;fld_s30i298;;Pa s-1;time pressure lat lon;longitude latitude plev8 time;day;atmos;area: time: mean;;MIP_APday;CM2;float32;884736;74772;cm000a.pd;OMEGA ON 8 P LEV/T GRID;lagrangian_tendency_of_air_pressure
wap19uvgrid;fld_s30i208;;Pa s-1;time pressure lat_v lon_u;gridlongitude gridlatitude plev19 time;mon;atmos;area: time: mean;;CM2_mon;CM2;float32;2115840;12;cw323a.pm;OMEGA ON P LEV/UV GRID;lagrangian_tendency_of_air_pressure
zfull;fld_s15i101;level_to_height(var[0]);m;time model_theta_level_number lat lon;longitude latitude alevel;mon;atmos;area: time: mean;;MIP_APfx;CM2;float32;9400320;12;cw323a.pm;H OF THETA MODEL LEVS FROM SEA LEVEL;height_above_reference_ellipsoid
zg;fld_s30i297;;m;time pressure lat lon;longitude latitude plev19 time;mon;atmos;area: time: mean;;MIP_APmon;CM2;float32;2101248;12;cw323a.pm;GEOPOTENTIAL HEIGHT ON P LEV/T GRID;geopotential_height
zg19;fld_s30i297;;m;time pressure lat lon;longitude latitude plev19 time;day;atmos;area: time: mean;;MIP_APday;CM2;float32;884736;74772;cm000a.pd;GEOPOTENTIAL HEIGHT ON 19 P LEV/T GRID;geopotential_height
zg8;fld_s30i297;;m;time pressure lat lon;longitude latitude plev8 time;day;atmos;area: time: mean;;MIP_APday;CM2;float32;884736;74772;cm000a.pd;GEOPOTENTIAL HEIGHT ON 8 P LEV/T GRID;geopotential_height
zg500;fld_s30i297;;m;time pressure lat lon;longitude latitude time1 p500;6hrPt;atmos;area: time: point;;MIP_AE6hrPt;CM2;float32;2101248;2081;cm000a.pm;Geopotential Height at 500hPa;geopotential_height
zg19uvgrid;fld_s30i207;;m;time pressure lat_v lon_u;gridlongitude gridlatitude plev19 time;mon;atmos;area: time: mean;;CM2_mon;CM2;float32;2115840;12;cw323a.pm;GEOPOTENTIAL HEIGHT ON P LEV/UV GRID;geopotential_height
